rRNA_name,position,total_coverage
16S-rRNA,293,45069
16S-rRNA,294,45162
16S-rRNA,295,43164
16S-rRNA,296,42970
16S-rRNA,297,42522
16S-rRNA,298,41197
16S-rRNA,299,41555
16S-rRNA,300,41830
16S-rRNA,301,41134
16S-rRNA,302,41311
16S-rRNA,303,37237
16S-rRNA,304,35308
16S-rRNA,305,35247
16S-rRNA,306,34201
16S-rRNA,307,32372
16S-rRNA,308,30979
16S-rRNA,309,30660
16S-rRNA,310,26884
16S-rRNA,311,27907
16S-rRNA,312,28458
16S-rRNA,313,28250
16S-rRNA,314,26584
16S-rRNA,315,26330
16S-rRNA,316,26591
16S-rRNA,317,26790
16S-rRNA,318,27103
16S-rRNA,319,34238
16S-rRNA,320,36067
16S-rRNA,321,36999
16S-rRNA,322,38386
16S-rRNA,323,38562
16S-rRNA,324,39831
16S-rRNA,325,38909
16S-rRNA,326,40310
16S-rRNA,327,40448
16S-rRNA,328,39808
16S-rRNA,329,40155
16S-rRNA,330,40340
16S-rRNA,331,40117
16S-rRNA,332,40891
16S-rRNA,333,40281
16S-rRNA,334,40207
16S-rRNA,335,40403
16S-rRNA,336,40837
16S-rRNA,337,40896
16S-rRNA,338,40920
16S-rRNA,339,40750
16S-rRNA,340,40935
16S-rRNA,341,40938
16S-rRNA,342,41076
16S-rRNA,343,41037
16S-rRNA,344,40635
16S-rRNA,345,39840
16S-rRNA,346,37545
16S-rRNA,347,37720
16S-rRNA,348,36656
16S-rRNA,349,37495
16S-rRNA,350,37971
16S-rRNA,351,38163
16S-rRNA,352,38063
16S-rRNA,353,37889
16S-rRNA,354,40339
16S-rRNA,355,42126
16S-rRNA,356,41546
16S-rRNA,357,41691
16S-rRNA,358,42654
16S-rRNA,359,44008
16S-rRNA,360,44608
16S-rRNA,361,44951
16S-rRNA,362,48730
16S-rRNA,363,56691
16S-rRNA,364,60530
16S-rRNA,365,76502
16S-rRNA,366,87844
16S-rRNA,367,101075
16S-rRNA,368,116344
16S-rRNA,369,121891
16S-rRNA,370,131079
16S-rRNA,371,139037
16S-rRNA,372,144242
16S-rRNA,373,152875
16S-rRNA,374,160375
16S-rRNA,375,164612
16S-rRNA,376,168378
16S-rRNA,377,168967
16S-rRNA,378,169436
16S-rRNA,379,169556
16S-rRNA,380,171102
16S-rRNA,381,172929
16S-rRNA,382,175499
16S-rRNA,383,177297
16S-rRNA,384,177427
16S-rRNA,385,184555
16S-rRNA,386,185908
16S-rRNA,387,187424
16S-rRNA,388,189933
16S-rRNA,389,191028
16S-rRNA,390,191736
16S-rRNA,391,195120
16S-rRNA,392,190807
16S-rRNA,393,188005
16S-rRNA,394,185451
16S-rRNA,395,176509
16S-rRNA,396,173460
16S-rRNA,397,169663
16S-rRNA,398,166286
16S-rRNA,399,159202
16S-rRNA,400,152245
16S-rRNA,401,144869
16S-rRNA,402,135804
16S-rRNA,403,128873
16S-rRNA,404,124527
16S-rRNA,405,118581
16S-rRNA,406,110287
16S-rRNA,407,107553
16S-rRNA,408,109629
16S-rRNA,409,120320
16S-rRNA,410,129999
16S-rRNA,411,138301
16S-rRNA,412,142942
16S-rRNA,413,146174
16S-rRNA,414,149002
16S-rRNA,415,154951
16S-rRNA,416,157256
16S-rRNA,417,157951
16S-rRNA,418,158890
16S-rRNA,419,156418
16S-rRNA,420,152850
16S-rRNA,421,152259
16S-rRNA,422,154021
16S-rRNA,423,157084
16S-rRNA,424,159089
16S-rRNA,425,162109
16S-rRNA,426,163976
16S-rRNA,427,165946
16S-rRNA,428,164971
16S-rRNA,429,164053
16S-rRNA,430,159651
16S-rRNA,431,153728
16S-rRNA,432,149599
16S-rRNA,433,145325
16S-rRNA,434,143819
16S-rRNA,435,143700
16S-rRNA,436,144439
16S-rRNA,437,145722
16S-rRNA,438,146219
16S-rRNA,439,144223
16S-rRNA,440,140694
16S-rRNA,441,135040
16S-rRNA,442,131898
16S-rRNA,443,125871
16S-rRNA,444,123567
16S-rRNA,445,117826
16S-rRNA,446,112114
16S-rRNA,447,112965
16S-rRNA,448,114735
16S-rRNA,449,116927
16S-rRNA,450,121165
16S-rRNA,451,120517
16S-rRNA,452,122971
16S-rRNA,453,120856
16S-rRNA,454,111190
16S-rRNA,455,106407
16S-rRNA,456,105243
16S-rRNA,457,102597
16S-rRNA,458,99617
16S-rRNA,459,98975
16S-rRNA,460,97726
16S-rRNA,461,95972
16S-rRNA,462,94868
16S-rRNA,463,95714
16S-rRNA,464,97729
16S-rRNA,465,98433
16S-rRNA,466,99618
16S-rRNA,467,101202
16S-rRNA,468,101658
16S-rRNA,469,102097
16S-rRNA,470,102289
16S-rRNA,471,103582
16S-rRNA,472,104859
16S-rRNA,473,107443
16S-rRNA,474,109767
16S-rRNA,475,111244
16S-rRNA,476,108211
16S-rRNA,477,101905
16S-rRNA,478,94781
16S-rRNA,479,91365
16S-rRNA,480,92707
16S-rRNA,481,94020
16S-rRNA,482,96124
16S-rRNA,483,95162
16S-rRNA,484,95616
16S-rRNA,485,96579
16S-rRNA,486,95983
16S-rRNA,487,97817
16S-rRNA,488,103347
16S-rRNA,489,108068
16S-rRNA,490,114003
16S-rRNA,491,135676
16S-rRNA,492,150034
16S-rRNA,493,156109
16S-rRNA,494,160530
16S-rRNA,495,162383
16S-rRNA,496,162674
16S-rRNA,497,166224
16S-rRNA,498,166511
16S-rRNA,499,164394
16S-rRNA,500,169015
16S-rRNA,501,171064
16S-rRNA,502,172146
16S-rRNA,503,174258
16S-rRNA,504,175373
16S-rRNA,505,175872
16S-rRNA,506,175789
16S-rRNA,507,176919
16S-rRNA,508,177352
16S-rRNA,509,177044
16S-rRNA,510,169841
16S-rRNA,511,163108
16S-rRNA,512,159281
16S-rRNA,513,156175
16S-rRNA,514,156598
16S-rRNA,515,158426
16S-rRNA,516,161727
16S-rRNA,517,162245
16S-rRNA,518,161749
16S-rRNA,519,159969
16S-rRNA,520,158530
16S-rRNA,521,158313
16S-rRNA,522,157945
16S-rRNA,523,157412
16S-rRNA,524,151797
16S-rRNA,525,146839
16S-rRNA,526,143732
16S-rRNA,527,142135
16S-rRNA,528,146111
16S-rRNA,529,154160
16S-rRNA,530,157623
16S-rRNA,531,162367
16S-rRNA,532,160717
16S-rRNA,533,161247
16S-rRNA,534,159935
16S-rRNA,535,159127
16S-rRNA,536,156842
16S-rRNA,537,161478
16S-rRNA,538,157004
16S-rRNA,539,155330
16S-rRNA,540,151212
16S-rRNA,541,149700
16S-rRNA,542,148417
16S-rRNA,543,148680
16S-rRNA,544,143732
16S-rRNA,545,145525
16S-rRNA,546,139253
16S-rRNA,547,130251
16S-rRNA,548,122701
16S-rRNA,549,117837
16S-rRNA,550,112993
16S-rRNA,551,108643
16S-rRNA,552,106275
16S-rRNA,553,102321
16S-rRNA,554,103762
16S-rRNA,555,108832
16S-rRNA,556,114039
16S-rRNA,557,119977
16S-rRNA,558,136229
16S-rRNA,559,151525
16S-rRNA,560,187138
16S-rRNA,561,214659
16S-rRNA,562,248916
16S-rRNA,563,259253
16S-rRNA,564,324510
16S-rRNA,565,340779
16S-rRNA,566,415037
16S-rRNA,567,435771
16S-rRNA,568,490021
16S-rRNA,569,510648
16S-rRNA,570,542305
16S-rRNA,571,572548
16S-rRNA,572,628190
16S-rRNA,573,689782
16S-rRNA,574,765967
16S-rRNA,575,848605
16S-rRNA,576,897264
16S-rRNA,577,965334
16S-rRNA,578,987535
16S-rRNA,579,1030200
16S-rRNA,580,1042537
16S-rRNA,581,1060932
16S-rRNA,582,1066485
16S-rRNA,583,1065448
16S-rRNA,584,1054146
16S-rRNA,585,1033616
16S-rRNA,586,1030485
16S-rRNA,587,1028636
16S-rRNA,588,1023424
16S-rRNA,589,1019652
16S-rRNA,590,1015625
16S-rRNA,591,1013550
16S-rRNA,592,1008638
16S-rRNA,593,1003338
16S-rRNA,594,994267
16S-rRNA,595,983392
16S-rRNA,596,977386
16S-rRNA,597,959922
16S-rRNA,598,958388
16S-rRNA,599,952370
16S-rRNA,600,951263
16S-rRNA,601,952701
16S-rRNA,602,950098
16S-rRNA,603,946362
16S-rRNA,604,943199
16S-rRNA,605,935614
16S-rRNA,606,933732
16S-rRNA,607,932011
16S-rRNA,608,933410
16S-rRNA,609,936436
16S-rRNA,610,939659
16S-rRNA,611,935866
16S-rRNA,612,894415
16S-rRNA,613,863354
16S-rRNA,614,790742
16S-rRNA,615,743562
16S-rRNA,616,696460
16S-rRNA,617,666015
16S-rRNA,618,639183
16S-rRNA,619,622099
16S-rRNA,620,610405
16S-rRNA,621,599916
16S-rRNA,622,597138
16S-rRNA,623,587644
16S-rRNA,624,582928
16S-rRNA,625,573600
16S-rRNA,626,562250
16S-rRNA,627,541575
16S-rRNA,628,533146
16S-rRNA,629,507880
16S-rRNA,630,505052
16S-rRNA,631,492796
16S-rRNA,632,475666
16S-rRNA,633,449962
16S-rRNA,634,417345
16S-rRNA,635,384144
16S-rRNA,636,356810
16S-rRNA,637,341311
16S-rRNA,638,316549
16S-rRNA,639,293312
16S-rRNA,640,275178
16S-rRNA,641,260037
16S-rRNA,642,237312
16S-rRNA,643,238263
16S-rRNA,644,233014
16S-rRNA,645,230376
16S-rRNA,646,230530
16S-rRNA,647,229040
16S-rRNA,648,230316
16S-rRNA,649,231916
16S-rRNA,650,224215
16S-rRNA,651,221697
16S-rRNA,652,213756
16S-rRNA,653,208033
16S-rRNA,654,204565
16S-rRNA,655,198189
16S-rRNA,656,191742
16S-rRNA,657,181924
16S-rRNA,658,182324
16S-rRNA,659,174433
16S-rRNA,660,175763
16S-rRNA,661,172808
16S-rRNA,662,171731
16S-rRNA,663,167445
16S-rRNA,664,167152
16S-rRNA,665,168664
16S-rRNA,666,181522
16S-rRNA,667,187699
16S-rRNA,668,210536
16S-rRNA,669,219703
16S-rRNA,670,226552
16S-rRNA,671,235222
16S-rRNA,672,235086
16S-rRNA,673,243595
16S-rRNA,674,239930
16S-rRNA,675,244245
16S-rRNA,676,243901
16S-rRNA,677,242047
16S-rRNA,678,241137
16S-rRNA,679,242220
16S-rRNA,680,240370
16S-rRNA,681,241941
16S-rRNA,682,239640
16S-rRNA,683,239541
16S-rRNA,684,240300
16S-rRNA,685,240777
16S-rRNA,686,244068
16S-rRNA,687,244027
16S-rRNA,688,242940
16S-rRNA,689,243092
16S-rRNA,690,241660
16S-rRNA,691,240129
16S-rRNA,692,235869
16S-rRNA,693,226957
16S-rRNA,694,219820
16S-rRNA,695,205632
16S-rRNA,696,202145
16S-rRNA,697,194883
16S-rRNA,698,194648
16S-rRNA,699,192525
16S-rRNA,700,190617
16S-rRNA,701,189936
16S-rRNA,702,190040
16S-rRNA,703,188585
16S-rRNA,704,189602
16S-rRNA,705,181400
16S-rRNA,706,179988
16S-rRNA,707,174547
16S-rRNA,708,167531
16S-rRNA,709,159753
16S-rRNA,710,152788
16S-rRNA,711,151106
16S-rRNA,712,159110
16S-rRNA,713,158090
16S-rRNA,714,166285
16S-rRNA,715,163782
16S-rRNA,716,162436
16S-rRNA,717,161872
16S-rRNA,718,160371
16S-rRNA,719,160846
16S-rRNA,720,161754
16S-rRNA,721,163638
16S-rRNA,722,165489
16S-rRNA,723,166314
16S-rRNA,724,164694
16S-rRNA,725,165773
16S-rRNA,726,159156
16S-rRNA,727,158056
16S-rRNA,728,155166
16S-rRNA,729,158076
16S-rRNA,730,163015
16S-rRNA,731,168695
16S-rRNA,732,174637
16S-rRNA,733,171222
16S-rRNA,734,180271
16S-rRNA,735,179780
16S-rRNA,736,179514
16S-rRNA,737,183736
16S-rRNA,738,192099
16S-rRNA,739,197040
16S-rRNA,740,208653
16S-rRNA,741,206566
16S-rRNA,742,205968
16S-rRNA,743,204753
16S-rRNA,744,203872
16S-rRNA,745,201730
16S-rRNA,746,199819
16S-rRNA,747,198326
16S-rRNA,748,196236
16S-rRNA,749,194436
16S-rRNA,750,192871
16S-rRNA,751,191861
16S-rRNA,752,188518
16S-rRNA,753,184183
16S-rRNA,754,180834
16S-rRNA,755,175716
16S-rRNA,756,174100
16S-rRNA,757,171578
16S-rRNA,758,168969
16S-rRNA,759,162522
16S-rRNA,760,157613
16S-rRNA,761,153632
16S-rRNA,762,150771
16S-rRNA,763,148712
16S-rRNA,764,147893
16S-rRNA,765,144536
16S-rRNA,766,137610
16S-rRNA,767,125542
16S-rRNA,768,112514
16S-rRNA,769,97874
16S-rRNA,770,90295
16S-rRNA,771,83085
16S-rRNA,772,79992
16S-rRNA,773,76666
16S-rRNA,774,76119
16S-rRNA,775,75956
16S-rRNA,776,76719
16S-rRNA,777,76796
16S-rRNA,778,73966
16S-rRNA,779,69779
16S-rRNA,780,60941
16S-rRNA,781,54333
16S-rRNA,782,48339
16S-rRNA,783,44678
16S-rRNA,784,45087
16S-rRNA,785,45681
16S-rRNA,786,47159
16S-rRNA,787,47465
16S-rRNA,788,47951
16S-rRNA,789,48411
16S-rRNA,790,46708
16S-rRNA,791,48565
16S-rRNA,792,49603
16S-rRNA,793,53701
16S-rRNA,794,60250
16S-rRNA,795,66971
16S-rRNA,796,76765
16S-rRNA,797,90779
16S-rRNA,798,103555
16S-rRNA,799,123897
16S-rRNA,800,138866
16S-rRNA,801,158766
16S-rRNA,802,174436
16S-rRNA,803,185557
16S-rRNA,804,194932
16S-rRNA,805,199127
16S-rRNA,806,202983
16S-rRNA,807,204830
16S-rRNA,808,205635
16S-rRNA,809,206948
16S-rRNA,810,207576
16S-rRNA,811,210122
16S-rRNA,812,210443
16S-rRNA,813,211923
16S-rRNA,814,212941
16S-rRNA,815,212456
16S-rRNA,816,213048
16S-rRNA,817,208620
16S-rRNA,818,208275
16S-rRNA,819,204404
16S-rRNA,820,207468
16S-rRNA,821,206513
16S-rRNA,822,209444
16S-rRNA,823,207443
16S-rRNA,824,208206
16S-rRNA,825,205308
16S-rRNA,826,204774
16S-rRNA,827,202526
16S-rRNA,828,200779
16S-rRNA,829,198043
16S-rRNA,830,193249
16S-rRNA,831,189008
16S-rRNA,832,181597
16S-rRNA,833,175641
16S-rRNA,834,167657
16S-rRNA,835,168406
16S-rRNA,836,163543
16S-rRNA,837,173241
16S-rRNA,838,172133
16S-rRNA,839,183043
16S-rRNA,840,185815
16S-rRNA,841,193093
16S-rRNA,842,202554
16S-rRNA,843,209234
16S-rRNA,844,224320
16S-rRNA,845,228280
16S-rRNA,846,238493
16S-rRNA,847,245327
16S-rRNA,848,245689
16S-rRNA,849,251458
16S-rRNA,850,246310
16S-rRNA,851,246869
16S-rRNA,852,246843
16S-rRNA,853,247488
16S-rRNA,854,247747
16S-rRNA,855,249166
16S-rRNA,856,251984
16S-rRNA,857,251193
16S-rRNA,858,253807
16S-rRNA,859,247480
16S-rRNA,860,244899
16S-rRNA,861,244141
16S-rRNA,862,244353
16S-rRNA,863,249848
16S-rRNA,864,257115
16S-rRNA,865,260203
16S-rRNA,866,262899
16S-rRNA,867,261838
16S-rRNA,868,256657
16S-rRNA,869,255136
16S-rRNA,870,253299
16S-rRNA,871,252091
16S-rRNA,872,249610
16S-rRNA,873,249029
16S-rRNA,874,247408
16S-rRNA,875,246940
16S-rRNA,876,242536
16S-rRNA,877,233560
16S-rRNA,878,224686
16S-rRNA,879,210371
16S-rRNA,880,205232
16S-rRNA,881,200931
16S-rRNA,882,195897
16S-rRNA,883,191790
16S-rRNA,884,186289
16S-rRNA,885,182356
16S-rRNA,886,176896
16S-rRNA,887,172372
16S-rRNA,888,167498
16S-rRNA,889,157147
16S-rRNA,890,151831
16S-rRNA,891,134843
16S-rRNA,892,128301
16S-rRNA,893,111511
16S-rRNA,894,96492
16S-rRNA,895,85557
16S-rRNA,896,71036
16S-rRNA,897,64377
16S-rRNA,898,56085
16S-rRNA,899,52803
16S-rRNA,900,44271
16S-rRNA,901,42545
16S-rRNA,902,40573
16S-rRNA,903,39735
16S-rRNA,904,37726
16S-rRNA,905,36500
16S-rRNA,906,35020
16S-rRNA,907,33995
16S-rRNA,908,33122
16S-rRNA,909,31977
16S-rRNA,910,30601
16S-rRNA,911,29594
16S-rRNA,912,28544
16S-rRNA,913,27586
16S-rRNA,914,26199
16S-rRNA,915,24452
16S-rRNA,916,22645
16S-rRNA,917,21088
16S-rRNA,918,19784
16S-rRNA,919,18428
16S-rRNA,920,17232
16S-rRNA,921,15944
16S-rRNA,922,14880
16S-rRNA,923,13864
16S-rRNA,924,12965
16S-rRNA,925,11759
16S-rRNA,926,10602
16S-rRNA,927,8741
16S-rRNA,928,7553
16S-rRNA,929,6603
16S-rRNA,930,6051
16S-rRNA,931,5774
16S-rRNA,932,5494
16S-rRNA,933,5291
16S-rRNA,934,5028
16S-rRNA,935,4822
16S-rRNA,936,4384
16S-rRNA,937,3674
16S-rRNA,938,2946
16S-rRNA,939,2163
16S-rRNA,940,1886
16S-rRNA,941,1763
16S-rRNA,942,1673
16S-rRNA,943,1595
16S-rRNA,944,1550
16S-rRNA,945,1492
16S-rRNA,946,1393
16S-rRNA,947,1329
16S-rRNA,948,1211
16S-rRNA,949,1088
16S-rRNA,950,897
16S-rRNA,951,744
16S-rRNA,952,636
16S-rRNA,953,534
16S-rRNA,954,483
16S-rRNA,955,459
16S-rRNA,956,437
16S-rRNA,957,417
16S-rRNA,958,435
16S-rRNA,959,443
16S-rRNA,960,434
16S-rRNA,961,432
16S-rRNA,962,447
16S-rRNA,963,405
16S-rRNA,964,397
16S-rRNA,965,279
16S-rRNA,966,241
16S-rRNA,967,198
16S-rRNA,968,190
16S-rRNA,969,167
16S-rRNA,970,162
16S-rRNA,971,152
16S-rRNA,972,141
16S-rRNA,973,141
16S-rRNA,974,141
16S-rRNA,975,139
16S-rRNA,976,132
16S-rRNA,977,130
16S-rRNA,978,75
16S-rRNA,979,65
16S-rRNA,980,57
16S-rRNA,981,49
16S-rRNA,982,47
16S-rRNA,983,45
16S-rRNA,984,43
16S-rRNA,985,41
16S-rRNA,986,41
16S-rRNA,987,41
16S-rRNA,988,41
16S-rRNA,989,39
16S-rRNA,990,37
16S-rRNA,991,37
16S-rRNA,992,31
16S-rRNA,993,28
16S-rRNA,994,28
16S-rRNA,995,28
16S-rRNA,996,25
16S-rRNA,997,25
16S-rRNA,998,25
16S-rRNA,999,22
16S-rRNA,1000,19
16S-rRNA,1001,17
16S-rRNA,1002,17
16S-rRNA,1003,15
16S-rRNA,1004,13
16S-rRNA,1005,15
16S-rRNA,1006,17
16S-rRNA,1007,17
16S-rRNA,1008,22
16S-rRNA,1009,22
16S-rRNA,1010,19
16S-rRNA,1011,19
16S-rRNA,1012,19
16S-rRNA,1013,15
16S-rRNA,1014,15
16S-rRNA,1015,15
16S-rRNA,1016,15
16S-rRNA,1017,15
16S-rRNA,1018,15
16S-rRNA,1019,13
16S-rRNA,1020,11
16S-rRNA,1021,9
16S-rRNA,1022,9
16S-rRNA,1023,9
16S-rRNA,1024,9
16S-rRNA,1025,4
16S-rRNA,1026,4
16S-rRNA,1027,4
16S-rRNA,1028,4
16S-rRNA,1029,4
16S-rRNA,1030,4
16S-rRNA,1031,4
16S-rRNA,1032,4
16S-rRNA,1033,4
16S-rRNA,1034,2
16S-rRNA,1035,2
16S-rRNA,1036,2
16S-rRNA,1037,2
16S-rRNA,1038,2
16S-rRNA,1039,2
16S-rRNA,1040,2
16S-rRNA,1041,2
16S-rRNA,1042,2
16S-rRNA,1043,2
16S-rRNA,1044,2
16S-rRNA,1045,2
16S-rRNA,1046,2
16S-rRNA,1047,496
16S-rRNA,1048,636
16S-rRNA,1049,790
16S-rRNA,1050,1123
16S-rRNA,1051,1369
16S-rRNA,1052,1467
16S-rRNA,1053,1487
16S-rRNA,1054,1506
16S-rRNA,1055,1540
16S-rRNA,1056,1574
16S-rRNA,1057,6569
16S-rRNA,1058,8099
16S-rRNA,1059,20360
16S-rRNA,1060,27236
16S-rRNA,1061,34666
16S-rRNA,1062,44772
16S-rRNA,1063,55090
16S-rRNA,1064,59296
16S-rRNA,1065,60462
16S-rRNA,1066,62337
16S-rRNA,1067,64752
16S-rRNA,1068,67201
16S-rRNA,1069,70619
16S-rRNA,1070,72504
16S-rRNA,1071,73836
16S-rRNA,1072,75364
16S-rRNA,1073,76659
16S-rRNA,1074,79280
16S-rRNA,1075,79522
16S-rRNA,1076,80240
16S-rRNA,1077,80761
16S-rRNA,1078,81235
16S-rRNA,1079,80923
16S-rRNA,1080,80679
16S-rRNA,1081,80271
16S-rRNA,1082,79879
16S-rRNA,1083,79273
16S-rRNA,1084,79366
16S-rRNA,1085,79792
16S-rRNA,1086,79808
16S-rRNA,1087,78189
16S-rRNA,1088,77042
16S-rRNA,1089,73837
16S-rRNA,1090,71644
16S-rRNA,1091,69701
16S-rRNA,1092,68324
16S-rRNA,1093,65741
16S-rRNA,1094,61360
16S-rRNA,1095,56467
16S-rRNA,1096,49500
16S-rRNA,1097,45998
16S-rRNA,1098,45196
16S-rRNA,1099,44050
16S-rRNA,1100,42944
16S-rRNA,1101,41955
16S-rRNA,1102,41033
16S-rRNA,1103,40560
16S-rRNA,1104,40080
16S-rRNA,1105,39201
16S-rRNA,1106,38469
16S-rRNA,1107,37086
16S-rRNA,1108,35344
16S-rRNA,1109,33399
16S-rRNA,1110,30637
16S-rRNA,1111,26958
16S-rRNA,1112,22823
16S-rRNA,1113,22092
16S-rRNA,1114,21607
16S-rRNA,1115,21250
16S-rRNA,1116,21123
16S-rRNA,1117,20879
16S-rRNA,1118,19612
16S-rRNA,1119,18041
16S-rRNA,1120,14827
16S-rRNA,1121,12059
16S-rRNA,1122,10395
16S-rRNA,1123,8491
16S-rRNA,1124,6819
16S-rRNA,1125,5138
16S-rRNA,1126,3291
16S-rRNA,1127,2647
16S-rRNA,1128,7764
16S-rRNA,1129,16729
16S-rRNA,1130,16528
16S-rRNA,1131,22546
16S-rRNA,1132,23647
16S-rRNA,1133,23634
16S-rRNA,1134,23604
16S-rRNA,1135,23594
16S-rRNA,1136,23591
16S-rRNA,1137,23572
16S-rRNA,1138,23556
16S-rRNA,1139,23516
16S-rRNA,1140,23457
16S-rRNA,1141,23268
16S-rRNA,1142,23105
16S-rRNA,1143,22908
16S-rRNA,1144,22820
16S-rRNA,1145,22783
16S-rRNA,1146,22721
16S-rRNA,1147,22661
16S-rRNA,1148,22537
16S-rRNA,1149,22331
16S-rRNA,1150,22228
16S-rRNA,1151,22045
16S-rRNA,1152,21974
16S-rRNA,1153,21897
16S-rRNA,1154,21799
16S-rRNA,1155,21721
16S-rRNA,1156,21625
16S-rRNA,1157,21517
16S-rRNA,1158,21270
16S-rRNA,1159,19177
16S-rRNA,1160,17922
16S-rRNA,1161,16612
16S-rRNA,1162,15569
16S-rRNA,1163,14322
16S-rRNA,1164,13119
16S-rRNA,1165,12477
16S-rRNA,1166,11908
16S-rRNA,1167,11578
16S-rRNA,1168,11377
16S-rRNA,1169,10890
16S-rRNA,1170,10610
16S-rRNA,1171,9827
16S-rRNA,1172,8962
16S-rRNA,1173,8339
16S-rRNA,1174,7267
16S-rRNA,1175,6525
16S-rRNA,1176,6086
16S-rRNA,1177,5842
16S-rRNA,1178,5681
16S-rRNA,1179,5596
16S-rRNA,1180,5549
16S-rRNA,1181,5528
16S-rRNA,1182,5520
16S-rRNA,1183,5513
16S-rRNA,1184,5510
16S-rRNA,1185,5508
16S-rRNA,1186,5508
16S-rRNA,1187,5456
16S-rRNA,1188,4755
16S-rRNA,1189,3855
16S-rRNA,1190,2803
16S-rRNA,1191,1747
16S-rRNA,1192,1191
16S-rRNA,1193,798
16S-rRNA,1194,571
16S-rRNA,1195,507
16S-rRNA,1196,490
16S-rRNA,1197,486
16S-rRNA,1198,486
16S-rRNA,1199,474
16S-rRNA,1200,463
16S-rRNA,1201,379
16S-rRNA,1202,357
16S-rRNA,1203,316
16S-rRNA,1204,286
16S-rRNA,1205,273
16S-rRNA,1206,267
16S-rRNA,1207,260
16S-rRNA,1208,258
16S-rRNA,1209,211
16S-rRNA,1210,167
16S-rRNA,1211,149
16S-rRNA,1212,125
16S-rRNA,1213,129
16S-rRNA,1214,129
16S-rRNA,1215,127
16S-rRNA,1216,107
16S-rRNA,1217,100
16S-rRNA,1218,42
16S-rRNA,1219,30
16S-rRNA,1220,28
16S-rRNA,1221,28
16S-rRNA,1222,28
16S-rRNA,1223,28
16S-rRNA,1224,26
16S-rRNA,1225,18
16S-rRNA,1226,14
16S-rRNA,1227,12
16S-rRNA,1228,10
16S-rRNA,1229,10
16S-rRNA,1230,10
16S-rRNA,1231,10
16S-rRNA,1232,10
16S-rRNA,1233,10
16S-rRNA,1234,10
16S-rRNA,1235,10
16S-rRNA,1236,10
16S-rRNA,1237,10
16S-rRNA,1238,10
16S-rRNA,1239,10
16S-rRNA,1240,6
16S-rRNA,1241,6
16S-rRNA,1242,3
16S-rRNA,1243,3
16S-rRNA,1244,3
16S-rRNA,1245,3
16S-rRNA,1246,3
16S-rRNA,1247,3
16S-rRNA,1248,3
16S-rRNA,1249,3
16S-rRNA,1250,3
16S-rRNA,1251,3
16S-rRNA,1252,3
16S-rRNA,1253,3
16S-rRNA,1254,6
16S-rRNA,1255,6
16S-rRNA,1256,6
16S-rRNA,1257,11
16S-rRNA,1258,11
16S-rRNA,1259,75
16S-rRNA,1260,97
16S-rRNA,1261,97
16S-rRNA,1262,97
16S-rRNA,1263,123
16S-rRNA,1264,127
16S-rRNA,1265,127
16S-rRNA,1266,129
16S-rRNA,1267,129
16S-rRNA,1268,129
16S-rRNA,1269,129
16S-rRNA,1270,129
16S-rRNA,1271,129
16S-rRNA,1272,129
16S-rRNA,1273,129
16S-rRNA,1274,98
16S-rRNA,1275,96
16S-rRNA,1276,96
16S-rRNA,1277,90
16S-rRNA,1278,81
16S-rRNA,1279,62
16S-rRNA,1280,60
16S-rRNA,1281,41
16S-rRNA,1282,35
16S-rRNA,1283,37
16S-rRNA,1284,37
16S-rRNA,1285,35
16S-rRNA,1286,35
16S-rRNA,1287,35
16S-rRNA,1288,33
16S-rRNA,1289,33
16S-rRNA,1290,33
16S-rRNA,1291,33
16S-rRNA,1292,33
16S-rRNA,1293,33
16S-rRNA,1294,30
16S-rRNA,1295,25
16S-rRNA,1296,25
16S-rRNA,1297,19
16S-rRNA,1298,17
16S-rRNA,1299,17
16S-rRNA,1300,15
16S-rRNA,1301,15
16S-rRNA,1302,22
16S-rRNA,1303,26
16S-rRNA,1304,32
16S-rRNA,1305,36
16S-rRNA,1306,41
16S-rRNA,1307,44
16S-rRNA,1308,57
16S-rRNA,1309,59
16S-rRNA,1310,63
16S-rRNA,1311,63
16S-rRNA,1312,63
16S-rRNA,1313,67
16S-rRNA,1314,67
16S-rRNA,1315,67
16S-rRNA,1316,67
16S-rRNA,1317,71
16S-rRNA,1318,75
16S-rRNA,1319,109
16S-rRNA,1320,131
16S-rRNA,1321,171
16S-rRNA,1322,185
16S-rRNA,1323,191
16S-rRNA,1324,220
16S-rRNA,1325,225
16S-rRNA,1326,242
16S-rRNA,1327,252
16S-rRNA,1328,252
16S-rRNA,1329,264
16S-rRNA,1330,268
16S-rRNA,1331,293
16S-rRNA,1332,314
16S-rRNA,1333,336
16S-rRNA,1334,350
16S-rRNA,1335,456
16S-rRNA,1336,490
16S-rRNA,1337,570
16S-rRNA,1338,590
16S-rRNA,1339,606
16S-rRNA,1340,680
16S-rRNA,1341,696
16S-rRNA,1342,710
16S-rRNA,1343,757
16S-rRNA,1344,774
16S-rRNA,1345,828
16S-rRNA,1346,866
16S-rRNA,1347,929
16S-rRNA,1348,1089
16S-rRNA,1349,1203
16S-rRNA,1350,1465
16S-rRNA,1351,1707
16S-rRNA,1352,1968
16S-rRNA,1353,2226
16S-rRNA,1354,2397
16S-rRNA,1355,2719
16S-rRNA,1356,3024
16S-rRNA,1357,3253
16S-rRNA,1358,3892
